original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Melaleuca scabra,Melaleuca scabra,Melaleuca scabra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca scabra,Melaleuca scabra,Melaleuca scabra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca sculponeata,Melaleuca sculponeata,Melaleuca sculponeata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca sheathiana,Melaleuca sheathiana,Melaleuca sheathiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca sheathiana,Melaleuca sheathiana,Melaleuca sheathiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca similis,Melaleuca similis,Melaleuca similis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca societatis,Melaleuca societatis,Melaleuca societatis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca sp. Gorse,Melaleuca sp. Gorse,Melaleuca sp. Gorse (A.S.George 7224),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known
Melaleuca sp. Kundip,Melaleuca sp. Kundip,Melaleuca sp. Kundip (G.F.Craig 6020),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known
Melaleuca sp. Kundip (G.F. Craig 6020),Melaleuca sp. Kundip (G.F. Craig 6020),Melaleuca sp. Kundip (G.F.Craig 6020),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Melaleuca spathulata,Melaleuca spathulata,Melaleuca spathulata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca spp,Melaleuca sp.,Melaleuca sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Melaleuca stramentosa,Melaleuca stramentosa,Melaleuca stramentosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca striata,Melaleuca striata,Melaleuca striata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca strobophylla,Melaleuca strobophylla,Melaleuca strobophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca subalaris,Melaleuca subalaris,Melaleuca subalaris,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca suberosa,Melaleuca suberosa,Melaleuca suberosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca subfalcata,Melaleuca subfalcata,Melaleuca subfalcata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca subfalcata,Melaleuca subfalcata,Melaleuca subfalcata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca subtrigona,Melaleuca subtrigona,Melaleuca subtrigona,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca teuthidoides,Melaleuca teuthidoides,Melaleuca teuthidoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca thapsina,Melaleuca thapsina,Melaleuca thapsina,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca thymoides,Melaleuca thymoides,Melaleuca thymoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca torquata,Melaleuca torquata,Melaleuca torquata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca tuberculata,Melaleuca tuberculata,Melaleuca tuberculata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca uncinata,Melaleuca uncinata,Melaleuca uncinata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca undulata,Melaleuca undulata,Melaleuca undulata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca viminea,Melaleuca viminea,Melaleuca viminea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca viminea,Melaleuca viminea,Melaleuca viminea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca viminea,Melaleuca viminea,Melaleuca viminea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca viminea ssp. appressa,Melaleuca viminea subsp. appressa,Melaleuca viminea subsp. appressa,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca viminea ssp. demissa,Melaleuca viminea subsp. demissa,Melaleuca viminea subsp. demissa,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca violacea,Melaleuca violacea,Melaleuca violacea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca violaceae,Melaleuca violaceae,Melaleuca violacea,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Meleluca spathulata,Meleluca spathulata,Melaleuca spathulata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melleuca pulchella,Melleuca pulchella,Melaleuca pulchella,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Meziella trifida,Meziella trifida,Meziella trifida,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Microcorys lenticularis,Microcorys lenticularis,Microcorys lenticularis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microcorys longiflora,Microcorys longiflora,Microcorys longiflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microcorys pimeleoides,Microcorys pimeleoides,Microcorys pimeleoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microcorys sp. Boxwood (K.R. Newbey 4200),Microcorys sp. Boxwood (K.R. Newbey 4200),Microcorys sp. Boxwood (K.R.Newbey 4200),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Microcorys sp. Stirling Range (S. Barrett 1392),Microcorys sp. Stirling Range (S. Barrett 1392),Microcorys sp. Stirling Range (S.Barrett 1392),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Microcybe pauciflora ssp. grandis,Microcybe pauciflora subsp. grandis,Microcybe pauciflora subsp. grandis,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microlaena stipioides,Microlaena stipioides,Microlaena stipoides,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Micromyrtus elobata,Micromyrtus elobata,Micromyrtus elobata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Micromyrtus elobata ssp. scopula,Micromyrtus elobata subsp. scopula,Micromyrtus elobata subsp. scopula,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Micromyrtus imbricata,Micromyrtus imbricata,Micromyrtus imbricata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Micromyrtus navicularis,Micromyrtus navicularis,Micromyrtus navicularis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microseris scapigera,Microseris scapigera,Microseris scapigera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microtis globula,Microtis globula,Microtis globula,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Microtis media ssp. quadrata,Microtis media subsp. quadrata,Microtis media subsp. quadrata,APC,subspecies,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Microtis pulchella,Microtis pulchella,Microtis pulchella,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Mirbelia densiflora,Mirbelia densiflora,Mirbelia densiflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Mirbelia dilata,Mirbelia dilata,Mirbelia dilatata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
