dataset_id,find,cleaned_name,replace,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code,
Barrett_2009,Astartea sp. Mt Johnston (A.R. Annels 5645),Astartea sp. Mt Johnston (A.R. Annels 5645),Astartea sp. Mt Johnston (A.R.Annels 5645),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Asterolasia sp. Kalgan River (S. Barrett 1522),Asterolasia sp. Kalgan River (S. Barrett 1522),Asterolasia sp. Kalgan River (S.Barrett 1522),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Baeckea crassifolia subsp.. icosandra,Baeckea crassifolia subsp. icosandra,Baeckea crassifolia var. icosandra,APC,variety,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Baeckea sp. Exclamation Lake (M.E. Trudgen 1524),Baeckea sp. Exclamation Lake (M.E. Trudgen 1524),Baeckea sp. Exclamation Lake (M.E.Trudgen 1524),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Baeckea sp. Merredin (K.R. Newbey 2506),Baeckea sp. Merredin (K.R. Newbey 2506),Baeckea sp. Merredin (K.R.Newbey 2506),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Baumea articulata,Baumea articulata,Bassia articulata,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Calochilus sp. Hopetoun (H. Taylor s.n.),Calochilus sp. Hopetoun (H. Taylor s.n.),Calochilus sp. Hopetoun (H.Taylor s.n.),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Calothamnus sp. Mt Lindesay (B.G. Hammersley 439),Calothamnus sp. Mt Lindesay (B.G. Hammersley 439),Calothamnus sp. Mt Lindesay (B.G.Hammersley 439),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Darwinia sp. Stirling Range (G.J. Keighery 5732),Darwinia sp. Stirling Range (G.J. Keighery 5732),Darwinia sp. (Stirling Range) G.J.Keighery 5732,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Eucalyptus sp. Fitzgerald River (M.I.H. Brooker 10923),Eucalyptus sp. Fitzgerald River (M.I.H. Brooker 10923),Eucalyptus sp. Fitzgerald River (M.I.H.Brooker 10923),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Eucalytpus redacta,Eucalytpus redacta,Eucalyptus redacta,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Grevilea rufa,Grevilea rufa,Grevillea rufa,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Gyrostemon sp. Ravensthorpe (G. Cockerton & N. Evelegh 9467),Gyrostemon sp. Ravensthorpe (G. Cockerton & N. Evelegh 9467),Gyrostemon sp. Ravensthorpe (G.Cockerton & N.Evelegh 9467),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Hibbertia sp. Bandalup Hill (G.F. Craig 3479),Hibbertia sp. Bandalup Hill (G.F. Craig 3479),Hibbertia sp. Bandalup Hill (G.F.Craig 3479),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Hydrocotyle coraginaensis,Hydrocotyle coraginaensis,Hydrocotyle coraginaensis MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Hydrocotyle decipiens,Hydrocotyle decipiens,Hydrocotyle decipiens MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Hydrocotyle sp. Truslove (M.A. Burgman 4419),Hydrocotyle sp. Truslove (M.A. Burgman 4419),Hydrocotyle sp. Truslove (M.A.Burgman 4419),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Hydrocotyle vigintimilia,Hydrocotyle vigintimilia,Hydrocotyle vigintimilia MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Keraudrenia adenogyna,Keraudrenia adenogyna,Keraudrenia adenogyna MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Leucopogon sp. Roberts Swamp (K.R. Newbey 8173),Leucopogon sp. Roberts Swamp (K.R. Newbey 8173),Leucopogon sp. Roberts Swamp (K.R.Newbey 8173),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Leucopogon sp. South Coast (K.R. Newbey 8213),Leucopogon sp. South Coast (K.R. Newbey 8213),Leucopogon sp. South Coast (K.R.Newbey 8213),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Melaleuca cornicarpa,Melaleuca cornicarpa,Melaleuca coronicarpa,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Melaleuca sp. Kundip (G.F. Craig 6020),Melaleuca sp. Kundip (G.F. Craig 6020),Melaleuca sp. Kundip (G.F.Craig 6020),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Philotheca gardneri ssp. Ravensthorpe (G.F. Craig 6902),Philotheca gardneri subsp. Ravensthorpe (G.F. Craig 6902),Philotheca gardneri subsp. Ravensthorpe (G.F.Craig 6902),APC,subspecies,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Pterostylis sp. Ongerup (K.R. Newbey 4874),Pterostylis sp. Ongerup (K.R. Newbey 4874),Pterostylis sp. Ongerup (K.R.Newbey 4874),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Pultenaea sp. Kundip (G.F. Craig 6008),Pultenaea sp. Kundip (G.F. Craig 6008),Pultenaea sp. Kundip (G.F.Craig 6008),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Rulingia apella,Rulingia apella,Rulingia apella MS,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Scaevola sp. Waychinicup (E.M. Sandiford EMS 1336),Scaevola sp. Waychinicup (E.M. Sandiford EMS 1336),Scaevola sp. Waychinicup (E.M.Sandiford EMS 1336),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Stylidium sp. Bluff Knoll (S. Barrett s.n. 8/11/1994),Stylidium sp. Bluff Knoll (S. Barrett s.n. 8/11/1994),Stylidium sp. Bluff Knoll (S.Barrett s.n. 8/11/1994),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name,
Barrett_2009,Cladia ferdinandii,Cladia ferdinandii,Cladia ferdinandii,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Degelia flabellata,Degelia flabellata,Degelia flabellata,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Hakea cygna ssp. cygna,Hakea cygna subsp. cygna,Hakea cygna subsp. cygna,APNI,subspecies,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Hakea cygna subsp.. cygna,Hakea cygna subsp. cygna,Hakea cygna subsp. cygna,APNI,subspecies,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Lasiopetalum membraniflorum,Lasiopetalum membraniflorum,Lasiopetalum membraniflorum,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Otion rigidum,Otion rigidum,Otion rigidum,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Parmeliopsis macrospora,Parmeliopsis macrospora,Parmeliopsis macrospora,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Pleurophascum occidentale,Pleurophascum occidentale,Pleurophascum occidentale,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Sphagnum novozelandicum,Sphagnum novozelandicum,Sphagnum novozelandicum,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name,
Barrett_2009,Beaufortia aff schaueri,Beaufortia aff. schaueri,Beaufortia sp. [Beaufortia aff. schaueri; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Calothamnus affinis,Calothamnus aff.,Calothamnus sp. [Calothamnus aff.; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Eucalyptus sp. aff uncinata,Eucalyptus sp. aff. uncinata,Eucalyptus sp. [Eucalyptus sp. aff. uncinata; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Eucalyptus aff cornuta,Eucalyptus aff. cornuta,Eucalyptus sp. [Eucalyptus aff. cornuta; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Gastrolobium aff bilobum Corackerup,Gastrolobium aff. bilobum Corackerup,Gastrolobium sp. [Gastrolobium aff. bilobum Corackerup; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Grevillea aff nudiflora,Grevillea aff. nudiflora,Grevillea sp. [Grevillea aff. nudiflora; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Grevillea infundibularis x aff nudiflora,Grevillea infundibularis x aff. nudiflora,Grevillea sp. [Grevillea infundibularis x aff. nudiflora; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Rinzia affinis,Rinzia aff.,Rinzia sp. [Rinzia aff.; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact,
Barrett_2009,Banksia rufa ssp. chemelocarpa,Banksia rufa subsp. chemelocarpa,B+A1763anksia rufa subsp. chelomacarpa,APC,subspecies,Imprecise fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_10a_imprecise_fuzzy_accepted_canonical_name,
Barrett_2009,Eucalyptus buprestium x Eucalyptus ligulata,Eucalyptus buprestium x Eucalyptus ligulata,Eucalyptus x [Eucalyptus buprestium x Eucalyptus ligulata; Barrett_2009],APC,species,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_10a_imprecise_fuzzy_accepted_canonical_name,x
Barrett_2009,Goodenia sp. South Coast (A.R. Annels ARA1846),Goodenia sp. South Coast (A.R. Annels ARA1846),Goodenia sp. South Coast (A.R.Annels 1846),APC,species,Imprecise fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_10a_imprecise_fuzzy_accepted_canonical_name,
Barrett_2009,Hypocalymma sp. Cascade (R. Bruhn 20896),Hypocalymma sp. Cascade (R. Bruhn 20896),Hypocalymma sp. Cascade (R.Bruhn 20896 CAS),APC,species,Imprecise fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_10a_imprecise_fuzzy_accepted_canonical_name,
Barrett_2009,Andersonia lazulina,Andersonia lazulina,Andersonia sp. [Andersonia lazulina;  Barrett_2009],APC,species,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name,x
Barrett_2009,Commersonia sp. Mt Groper (R. Cranfield & D. Kabay 9157),Commersonia sp. Mt Groper (R. Cranfield & D. Kabay 9157),Commersonia sp. Mount Groper (R.Cranfield & D.Kabay 9157),APC,species,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name,
Barrett_2009,Eryngium ferox,Eryngium ferox,Eryngium ferox MS,APC,species,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name,
Barrett_2009,Eucalyptus decipiens x Eucalyptus falcata,Eucalyptus decipiens x Eucalyptus falcata,Eucalyptus x [Eucalyptus decipiens x Eucalyptus falcata; Barrett_2009],APC,species,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name,x
Barrett_2009,Eucalyptus goniantha notac,Eucalyptus goniantha notac,Eucalyptus goniantha subsp. notactites,APC,subspecies,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name,
Barrett_2009,Adenanthos ellipticus x Adenanthos cuneatus,Adenanthos ellipticus x Adenanthos cuneatus,Adenanthos x [Adenanthos ellipticus x Adenanthos cuneatus; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus loxophleba x Eucalyptus spathulata,Eucalyptus loxophleba x Eucalyptus spathulata,Eucalyptus x [Eucalyptus loxophleba x Eucalyptus spathulata; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus occidentalis x Eucalyptus platypus,Eucalyptus occidentalis x Eucalyptus platypus,Eucalyptus x [Eucalyptus occidentalis x Eucalyptus platypus; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus acies x Eucalyptus preissiana,Eucalyptus acies x Eucalyptus preissiana,Eucalyptus x [Eucalyptus acies x Eucalyptus preissiana; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus buprestium x Eucalyptus erectifolia,Eucalyptus buprestium x Eucalyptus erectifolia,Eucalyptus x [Eucalyptus buprestium x Eucalyptus erectifolia; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus buprestium x Eucalyptus staeri,Eucalyptus buprestium x Eucalyptus staeri,Eucalyptus x [Eucalyptus buprestium x Eucalyptus staeri; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus marginata x Eucalyptus pachyloma,Eucalyptus marginata x Eucalyptus pachyloma,Eucalyptus x [Eucalyptus marginata x Eucalyptus pachyloma; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus occidentalis x Eucalyptus utilis,Eucalyptus occidentalis x Eucalyptus utilis,Eucalyptus x [Eucalyptus occidentalis x Eucalyptus utilis; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus preissiana x Eucalyptus staeri,Eucalyptus preissiana x Eucalyptus staeri,Eucalyptus x [Eucalyptus preissiana x Eucalyptus staeri; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus retusa x Eucalyptus cornuta,Eucalyptus retusa x Eucalyptus cornuta,Eucalyptus x [Eucalyptus retusa x Eucalyptus cornuta; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Eucalyptus retusa x Eucalyptus cuspidata,Eucalyptus retusa x Eucalyptus cuspidata,Eucalyptus x [Eucalyptus retusa x Eucalyptus cuspidata; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact,
Barrett_2009,Acacia drewiana spp minor,Acacia drewiana sp. minor,Acacia drewiana subsp. minor,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Acacia heteroclita spp heteroclita,Acacia heteroclita sp. heteroclita,Acacia heteroclita subsp. heteroclita,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Conostylis seorsiflora ssp. Nyabing(A.Coates s.n.),Conostylis seorsiflora subsp. Nyabing(A.Coates s.n.),Conostylis seorsiflora subsp. Nyabing (A.Coates s.n. 2/10/1998),APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Darwinia sp. Mt Ragged,Darwinia sp. Mt Ragged,Darwinia sp. Mt Ragged (S.Barrett 663),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Daviesia incrassata spp. reversifolia,Daviesia incrassata sp. reversifolia,Daviesia incrassata subsp. reversifolia,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Hakea pandanicarpa spp crassifolia,Hakea pandanicarpa sp. crassifolia,Hakea pandanicarpa subsp. crassifolia,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Leucopogon Kau Rock,Leucopogon Kau Rock,Leucopogon sp. Kau Rock (M.A.Burgman 1126),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Leucopogon sp. Southern granite,Leucopogon sp. Southern granite,Leucopogon sp. Southern Granite (E.D.Middleton EDM 266),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Melaleuca pauperiflora spp pauperiflora,Melaleuca pauperiflora sp. pauperiflora,Melaleuca pauperiflora subsp. pauperiflora,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Petrophile squamata ssp. northern,Petrophile squamata subsp. northern,Petrophile squamata subsp. Northern (J.Monks 40),APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted,
Barrett_2009,Baeckea crispiflora ssp. Ongerup (A. Scougall & C.,Baeckea crispiflora subsp. Ongerup (A. Scougall & C.,Baeckea crispiflora subsp. Ongerup (A.Scougall & C.Garawanta E35),APC,subspecies,Exact match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_12b_trinomial_exact_known,
Barrett_2009,Banksia mucronulata sp. retrorsa,Banksia mucronulata sp. retrorsa,Banksia mucronulata subsp. retrorsa,APC,subspecies,Exact match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_12b_trinomial_exact_known,
Barrett_2009,Calothamnus sp. Mt Lindesay,Calothamnus sp. Mt Lindesay,Calothamnus sp. Mt Lindesay (B.G.Hammersley 439),APC,species,Exact match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_12b_trinomial_exact_known,
Barrett_2009,Laxamnnia grandiflora spp brendae,Laxamnnia grandiflora sp. brendae,Laxmannia grandiflora subsp. brendae,APC,subspecies,Fuzzy match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_13a_trinomial_fuzzy_accepted,
Barrett_2009,Apium prostratum ssp. phillipi,Apium prostratum subsp. phillipi,Apium prostratum subsp. phillipii MS,APC,subspecies,Fuzzy match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_13b_trinomial_fuzzy_known,
Barrett_2009,Chamaluacium floriferum floriferum,Chamaluacium floriferum floriferum,Chamelaucium floriferum subsp. floriferum MS,APC,subspecies,Fuzzy match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_13b_trinomial_fuzzy_known,
Barrett_2009,Philotheca gardneri spp Ravesnthorpe,Philotheca gardneri sp. Ravesnthorpe,Philotheca gardneri subsp. Ravensthorpe (G.F.Craig 6902),APC,subspecies,Fuzzy match of the first three words of the taxon name to an APC-known canonical name (2023-09-08),match_13b_trinomial_fuzzy_known,
Barrett_2009,Agonis baxteri (obtusissima),Agonis baxteri (obtusissima),Agonis baxteri,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Banksia brownii Coastal,Banksia brownii Coastal,Banksia brownii,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Banksia brownii Stirling Range,Banksia brownii Stirling Range,Banksia brownii,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Eucalyptus astringens subsp. 'kundip',Eucalyptus astringens subsp. 'kundip',Eucalyptus astringens,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Eucalyptus balanopelex,Eucalyptus balanopelex,Eucalyptus x balanopelex,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Eucalyptus decipiens subsp adesmo.,Eucalyptus decipiens subsp. adesmo.,Eucalyptus decipiens subsp. adesmophloia,APC,species,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_14a_binomial_exact_accepted,x
Barrett_2009,Eucalyptus decipiens subsp. adesmo.,Eucalyptus decipiens subsp. adesmo.,Eucalyptus decipiens subsp. adesmophloia,APC,species,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_14a_binomial_exact_accepted,x
Barrett_2009,Gahnia sp. L,Gahnia sp. L,Gahnia sp. L (K.R.Newbey 7888),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Gastrolobium sp. crenulatum capitate (E. & S. Pignatti 1588),Gastrolobium sp. crenulatum capitate (E. & S. Pignatti 1588),Gastrolobium crenulatum,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Grevillea pauciflora ssp. axatilis,Grevillea pauciflora subsp. axatilis,Grevillea pauciflora subsp. saxatilis,APC,species,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_14a_binomial_exact_accepted,x
Barrett_2009,Grevillea sp. 'nivea',Grevillea sp. 'nivea',Grevillea nivea,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Isopogon sp Fitzgerald,Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald River (D.B.Foreman 813),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald River (D.B.Foreman 813),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Lasiopetalum sp. Denmark,Lasiopetalum sp. Denmark,Lasiopetalum sp. Denmark (B.G.Hammersley 2012),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
Barrett_2009,Sphenotoma sp. Stirling,Sphenotoma sp. Stirling,Sphenotoma sp. Stirling Range (P.G.Wilson 4235),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted,
